Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao
"Negima!? Chou Mahora Taisen Kattoiin, Keiyaku Shikkou Dechai masuu",DS,2006,Aventura,Marvelous Interactive,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Sea Monsters: A Prehistoric Adventure,Wii,2007,Aventura,Zushi Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Atomic Planet Entertainment,+10
Get Up and Dance,PS3,2011,Diversos,O-Games,0.03,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Crave,+14
Secret Files: Tunguska,PC,2006,Aventura,DreamCatcher Interactive,0.0,0.04,0.0,0.0,0.04,66.0,26,7.4,38,Fusionsphere Systems,+14
The Monkey King: The Legend Begins,Wii,2007,Tiro,Starfish,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Opera House,Livre
The Invincible Iron Man,GBA,2002,Acao,Activision,0.03,0.01,0.0,0.0,0.04,68.0,9,Nao_Inserido,0,Torus Games,Livre
NASCAR 07,XB,2006,Corrida,Electronic Arts,0.03,0.01,0.0,0.0,0.04,72.0,26,7.0,4,EA Tiburon,Livre
Dance Dance Revolution Disney Mix,PS,2000,Simulação,Konami Digital Entertainment,0.02,0.02,0.0,0.0,0.04,74.0,7,8.3,13,Konami,Livre
Casual Mania!,DS,2010,Quebra_cabeca,Foreign Media Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Foreign Media,Livre
Maken Shao: Demon Sword,PS2,2001,Acao,Midas Interactive Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Scaler,XB,2004,Plataforma,Global Star,0.03,0.01,0.0,0.0,0.04,69.0,25,Nao_Inserido,0,Artificial Mind and Movement,Livre
Super Robot Taisen OG Infinite Battle,PS3,2013,Combate,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
BeatMania IIDX 16: Empress + Premium Best,PS2,2009,Simulação,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Emergency Room: Real Life Rescues,DS,2009,Simulação,505 Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Legacy Interactive,+14
FIFA Soccer 2003 (weekly jp sales),PS2,2002,Esporte,Electronic Arts,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
High Heat Baseball 2002,PS,2001,Esporte,3DO,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Nitroplus Blasterz: Heroines Infinite Duel,PS4,2015,Combate,Marvelous Interactive,0.01,0.0,0.02,0.0,0.04,70.0,33,6.9,28,"Examu, Marvelous Inc.",+14
Puyo Pop Fever,PSP,2004,Quebra_cabeca,Ignition Entertainment,0.0,0.0,0.04,0.0,0.04,68.0,9,Nao_Inserido,0,Sonic Team,Nao_Inserido
Thrillville: Off the Rails,DS,2007,Estratégia,LucasArts,0.03,0.01,0.0,0.0,0.04,59.0,6,6.2,5,DC Studios,Livre
Hana to Ikimo no Rittai Zukan,3DS,2011,Diversos,Nintendo,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Bloody Roar Extreme,XB,2003,Combate,Hudson Soft,0.03,0.01,0.0,0.0,0.04,61.0,22,8.6,9,Eighting/Raizing,+14
Split/Second,PC,2010,Corrida,Disney Interactive Studios,0.0,0.04,0.0,0.01,0.04,79.0,18,8.2,116,Black Rock Studio,+10
Tennis Masters Series 2003,XB,2002,Esporte,Microids,0.03,0.01,0.0,0.0,0.04,67.0,10,Nao_Inserido,0,Microids,Livre
Resident Evil 6,PC,2012,Tiro,Capcom,0.0,0.04,0.0,0.0,0.04,69.0,18,5.9,868,"Capcom, QLOC",+17
Amagami,PSV,2014,Aventura,Kadokawa Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Dead Head Fred,PSP,2007,Acao,D3Publisher,0.04,0.0,0.0,0.0,0.04,75.0,30,7.3,23,Vicious Cycle,+17
MLB SlugFest 20-04,GC,2003,Esporte,Midway Games,0.03,0.01,0.0,0.0,0.04,76.0,14,Nao_Inserido,0,Midway,Livre
Pocket Pool,PSP,2007,Acao,Conspiracy Entertainment,0.04,0.0,0.0,0.0,0.04,37.0,19,Nao_Inserido,0,Conspiracy Entertainment,+17
Jissen Pachislot Hisshouhou! Hokuto no Ken DS,DS,2005,Diversos,Sega,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Lise no Atelier: Ordre no Renkinjutsushi,DS,2007,Rpg,Gust,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Myth Makers: Trixie in Toyland,Wii,2008,Plataforma,Popcorn Arcade,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,0.2,5,Data Design Interactive,Livre
Arcana Heart 3,PSV,2014,Combate,Arc System Works,0.02,0.0,0.02,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Torino 2006,XB,2006,Esporte,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Amnesia,PSP,2011,Aventura,Idea Factory,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tabi no Yubisashi Kaiwachou DS: DS Series 5 Deutsch,DS,2006,Diversos,Nintendo,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Metal Slug 4 & 5,XB,2005,Tiro,SNK Playmore,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Great Battle Full Blast,PSP,2012,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Ride to Hell,PS3,2013,Corrida,Deep Silver,0.02,0.01,0.0,0.01,0.04,13.0,4,1.0,218,"Eutechnyx, Deep Silver",+17
Need for Speed: ProStreet,PC,2007,Corrida,Electronic Arts,0.0,0.04,0.0,0.01,0.04,70.0,18,5.9,163,EA Games,+10
Digimon Rumble Arena 2,GC,2004,Combate,Atari,0.03,0.01,0.0,0.0,0.04,71.0,5,8.1,7,Black Ship Games,+14
NCIS,PC,2011,Aventura,Ubisoft,0.01,0.02,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Ubisoft,+14
Doki Doki! PreCure Narikiri Life!,3DS,2013,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Gravity Falls: Legend of the Gnome Gemulets,3DS,2015,Acao,Ubisoft,0.03,0.0,0.0,0.0,0.04,46.0,4,5.8,10,Ubisoft Osaka,Livre
Rodea the Sky Soldier,3DS,2015,Acao,Nippon Ichi Software,0.03,0.0,0.0,0.0,0.04,45.0,7,5.6,37,"Prope, Kadokawa",+10
Major League Baseball 2K12,PC,2012,Esporte,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,5.7,15,Visual Concepts,Livre
Watashi no Relaxuma,DS,2007,Simulação,Rocket Company,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Phantom Kingdom Portable,PSP,2011,Rpg,Nippon Ichi Software,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Pac-Man World Rally,PSP,2006,Corrida,Namco Bandai Games,0.04,0.0,0.0,0.0,0.04,51.0,9,Nao_Inserido,0,Smart Bomb Interactive,Livre
Way of the Samurai 2 Portable,PSP,2009,Acao,Spike,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Challenge Me: Maths Workout,DS,2009,Quebra_cabeca,Oxygen Interactive,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Code Geass: Hangyaku no Lelouch R2 - Banjou no Geass Gekijou,DS,2008,Diversos,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Hellboy: The Science of Evil,PSP,2008,Acao,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,42.0,14,7.1,13,Krome Studios,+14
Mortimer Beckett and the Secrets of Spooky Manor,Wii,2008,Quebra_cabeca,Avanquest,0.04,0.0,0.0,0.0,0.04,56.0,4,Nao_Inserido,0,Paprikari,Livre
Little Busters! Converted Edition,PSP,2010,Aventura,Prototype,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Unison: Rebels of Rhythm & Dance,PS2,2000,Diversos,Tecmo Koei,0.02,0.02,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Tennis no Oji-Sama: DokiDoki Survival - Umibe no Secret,PS2,2007,Esporte,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
WTF: Work Time Fun,PSP,2005,Quebra_cabeca,Sony Computer Entertainment,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Sims Deluxe,PC,2002,Simulação,Electronic Arts,0.01,0.02,0.0,0.01,0.04,92.0,6,8.2,77,Maxis,+14
Fashion Week Jr. Designer,DS,2009,Simulação,505 Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,505 Games,Livre
Dark Half,SNES,1996,Rpg,Enix Corporation,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Horses 3D,3DS,2012,Diversos,Ubisoft,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,6.3,4,Neko Entertainment,Livre
LEGO Indiana Jones: The Original Adventures,PC,2008,Acao,LucasArts,0.02,0.02,0.0,0.0,0.04,78.0,14,7.7,35,Traveller's Tales,+10
Bullet Girls 2,PSV,2016,Acao,D3Publisher,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Sims 2: Pets,PC,2006,Simulação,Electronic Arts,0.01,0.02,0.0,0.01,0.04,76.0,23,7.7,40,Maxis,+14
Deadliest Warrior: Ancient Combat,X360,2012,Combate,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,37.0,5,6.3,4,"Pipeworks Software, Inc.",+17
Zoo Quest: Puzzle Fun!,DS,2008,Quebra_cabeca,JoWood Productions,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Civilization Beyond Earth: Rising Tide,PC,2015,Estratégia,Take-Two Interactive,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Gakkou-Hen,DS,2008,Simulação,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Nobunaga's Ambition: Sphere of Influence - Sengoku Risshiden,PSV,2016,Diversos,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Shukufuku no Campanella Portable,PSP,2010,Aventura,Kadokawa Shoten,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
The Kore Gang,Wii,2010,Plataforma,Flashpoint Games,0.04,0.0,0.0,0.0,0.04,70.0,10,8.6,7,Snap Dragon Games,+10
National Geographic Challenge!,PS3,2011,Diversos,Black Bean Games,0.01,0.03,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Duke Nukem Trilogy: Critical Mass,DS,2011,Tiro,Deep Silver,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Beastly Frantic Foto,DS,2011,Quebra_cabeca,Storm City Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,7Raven Studios,Livre
Chaos;Head - Love Chu*Chu!,PSP,2011,Aventura,5pb,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Yourself Fitness,PS2,2005,Esporte,responDESIGN,0.02,0.02,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Rugby Challenge 3,PS4,2016,Esporte,Alternative Software,0.0,0.04,0.0,0.01,0.04,64.0,4,6.8,12,Wicked Witch Software,Livre
Dungeon Raiders,DS,2009,Rpg,Focus Home Interactive,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Cyanide,+10
Romance of the Three Kingdoms 13,PS3,2015,Acao,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Blood Bowl,PC,2009,Esporte,Focus Home Interactive,0.02,0.02,0.0,0.0,0.04,72.0,34,6.5,57,Cyanide,+14
Port Royale 2,PC,2004,Estratégia,Ascaron Entertainment GmbH,0.0,0.03,0.0,0.01,0.04,75.0,20,7.7,40,Ascaron Entertainment GmbH,+14
Star Trek: Shattered Universe,XB,2004,Simulação,Global Star,0.03,0.01,0.0,0.0,0.04,41.0,21,4.0,10,Starsphere Interactive,Livre
Company of Heroes: Tales of Valor,PC,2009,Estratégia,THQ,0.0,0.03,0.0,0.01,0.04,70.0,42,7.2,204,Relic,+17
12Riven: The Psi-Climinal of Integral,PS2,2008,Aventura,CyberFront,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Battle Spirits: Digital Starter,DS,2010,Rpg,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Farm Frenzy 3,PC,2009,Estratégia,Alawar Entertainment,0.0,0.03,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,"Alawar Entertainment, Inc, Alawar Entertainment",Livre
Guilty Gear XX Accent Core,Wii,2007,Combate,505 Games,0.03,0.0,0.0,0.0,0.04,75.0,15,8.4,19,Arc System Works,+14
Lionel Trains: On Track,DS,2006,Acao,DSI Games,0.04,0.0,0.0,0.0,0.04,47.0,4,Nao_Inserido,0,Black Lantern Studios,Livre
WarJetz,PS2,2001,Tiro,3DO,0.02,0.02,0.0,0.01,0.04,59.0,9,5.5,4,3DO,+14
Breeding Stud 2,PS,1998,Esporte,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Banushi Life Game: Winner's Circle,DS,2007,Esporte,Genki,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Stellaris,PC,2016,Estratégia,Paradox Interactive,0.0,0.04,0.0,0.0,0.04,78.0,57,8.0,569,Paradox Development Studio,Nao_Inserido
Gakuen Hetalia Portable,PSP,2011,Aventura,Idea Factory,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Catwoman,GBA,2004,Acao,Electronic Arts,0.03,0.01,0.0,0.0,0.04,61.0,7,Nao_Inserido,0,Magic Pockets,+14
Devil May Cry 4,PC,2008,Acao,Capcom,0.01,0.02,0.0,0.01,0.04,78.0,21,8.5,353,Capcom,+17
Chibi Maruko-Chan DS: Maru-Chan no Machi,DS,2009,Quebra_cabeca,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Capcom Fighting Evolution,XB,2005,Combate,Capcom,0.03,0.01,0.0,0.0,0.04,61.0,20,Nao_Inserido,0,Capcom,+14
Gray Matter,X360,2011,Aventura,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Call of Duty: Modern Warfare Trilogy,X360,2016,Tiro,Activision,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Infinity Ward,+17
Riding Stables: The Whitakers present Milton and Friends,3DS,2011,Esporte,DTP Entertainment,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
World Poker Tour,PSP,2006,Diversos,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,68.0,14,Nao_Inserido,0,Coresoft,+14
Barnyard,Wii,2006,Acao,THQ,0.04,0.0,0.0,0.0,0.04,65.0,15,5.7,7,Blue Tongue Entertainment,+10
Paws & Claws: Regal Resort,DS,2010,Simulação,THQ,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mazes of Fate DS,DS,2008,Rpg,Graffiti,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Sabarasa Entertainment,+14
Novastorm,PS,1995,Tiro,Psygnosis,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Shiren the Wanderer 4 - God's Eye and the Demon's Navel,PSP,2012,Rpg,Spike,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
PopCap Arcade Vol 1,X360,2007,Quebra_cabeca,PopCap Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,PopCap,Livre
Test Drive: Ferrari Legends,PS3,2012,Corrida,Unknown,0.04,0.0,0.0,0.01,0.04,62.0,19,4.9,22,"Atari, Slightly Mad Studios, Atari SA",Livre
Heroes of Might and Magic V,PC,2006,Estratégia,Ubisoft,0.0,0.03,0.0,0.01,0.04,77.0,41,7.9,349,Nival Interactive,+14
Dead Ball Zone,PS,1998,Esporte,GT Interactive,0.02,0.02,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NBA in the Zone 2000,N64,2000,Esporte,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Winning Post World 2010,PS3,2010,Esporte,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
NBA In The Zone '99,N64,1998,Esporte,Konami Digital Entertainment,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Do-Konjou Shougakussei: Bon Bita - Hadaka no Choujou Ketsusen!! Bita vs. Dokuro Dei!,DS,2010,Acao,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
World Series Baseball,SAT,1994,Esporte,Sega,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Haunted Casino,SAT,1996,Aventura,Societa,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Metal Gear Solid: Digital Graphic Novel,PSP,2006,Diversos,Konami Digital Entertainment,0.02,0.0,0.02,0.0,0.04,78.0,22,7.2,21,Kojima Productions,+17
Ou to Maou to 7-nin no Himegimitachi: Shin Ousama Monogatari,PSV,2012,Acao,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Aeon Flux,PS2,2005,Acao,THQ,0.02,0.02,0.0,0.01,0.04,66.0,19,5.8,9,Terminal Reality,+14
MLB 2K12 / NBA 2K12 Combo Pack,X360,2012,Esporte,Take-Two Interactive,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Age of Mythology: The Titans,PC,2003,Estratégia,Microsoft Game Studios,0.02,0.02,0.0,0.0,0.04,84.0,25,8.7,119,Ensemble Studios,+14
Chicken Blaster,DS,2009,Tiro,Zushi Games,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Zoo Games,+10
S.Y.K Renshouden Portable,PSP,2011,Aventura,Idea Factory,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Psycho-Pass: Mandatory Happiness,PS4,2016,Aventura,Nippon Ichi Software,0.03,0.0,0.0,0.01,0.04,72.0,26,8.3,19,5pb,+14
Arctic Tale,Wii,2007,Aventura,Zoo Digital Publishing,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Atomic Planet Entertainment,Livre
Virtua Tennis 4,PC,2011,Esporte,Sega,0.0,0.03,0.0,0.01,0.04,66.0,5,7.3,43,Sega,Livre
Metal Max Returns,SNES,1995,Rpg,Data East,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Shattered Union,XB,2005,Estratégia,Take-Two Interactive,0.03,0.01,0.0,0.0,0.04,66.0,17,6.9,7,PopTop Software,+14
Monster High: New Ghoul in School,PS3,2015,Acao,Little Orbit,0.0,0.03,0.0,0.01,0.04,Nao_Inserido,0,Nao_Inserido,0,"Torus Games, Little Orbit",Livre
Hanaoni: Yume no Tsudzuki,PSP,2012,Acao,Idea Factory,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Mat Hoffman's Pro BMX 2,GC,2002,Esporte,Activision,0.03,0.01,0.0,0.0,0.04,70.0,12,Nao_Inserido,0,Rainbow Studios,+14
Deadliest Warrior: Ancient Combat,PS3,2012,Combate,Cloud Imperium Games Corporation,0.04,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,"Pipeworks Software, Inc.",+17
Unchained Blades,3DS,2011,Rpg,FuRyu,0.0,0.0,0.04,0.0,0.04,65.0,8,7.8,16,FuRyu,+14
Terraria,XOne,2014,Acao,505 Games,0.0,0.04,0.0,0.0,0.04,84.0,5,7.7,29,Engine Software,+14
Dolly Kanon Dokidoki Tokimeki Himitsu no Ongaku Katsudou Start Desu!!,3DS,2014,Aventura,Happinet,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Company of Heroes: Opposing Fronts,PC,2007,Estratégia,THQ,0.01,0.03,0.0,0.01,0.04,87.0,36,8.6,235,Relic,+17
Gal*Gun,X360,2011,Tiro,Alchemist,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Black & White,PC,2001,Estratégia,Electronic Arts,0.0,0.04,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Ookami Kakushi,PSP,2009,Acao,Konami Digital Entertainment,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Haikyu!! Cross Team Match!,3DS,2016,Aventura,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Gormiti: The Lords of Nature!,Wii,2010,Aventura,Konami Digital Entertainment,0.03,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
North American Hunting Extravaganza 2,Wii,2010,Esporte,Unknown,0.03,0.0,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Zen-Nippon GT Senshuken,SNES,1995,Corrida,Banpresto,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Monaco Grand Prix,N64,1999,Corrida,Ubisoft,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Worms Armageddon,N64,1999,Estratégia,Infogrames,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Rally Challenge 2000,N64,1999,Corrida,Imagineer,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Looney Tunes Duck Dodgers Starring: Daffy Duck,N64,2000,Plataforma,Infogrames,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
PD Ultraman Battle Collection 64,N64,1999,Estratégia,Namco Bandai Games,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Deadly Arts,N64,1998,Combate,Konami Digital Entertainment,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Superman: Countdown to Apokolips,GBA,2003,Plataforma,Atari,0.03,0.01,0.0,0.0,0.04,47.0,5,5.7,6,Mistic Software,Livre
Sengoku Musou 3 Z Special,PSP,2012,Acao,Ackkstudios,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Kikou Heidan J-Phoenix 2,PS2,2003,Acao,Takara,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Ben 10 Galactic Racing,PSV,2012,Corrida,D3Publisher,0.02,0.01,0.0,0.01,0.04,Nao_Inserido,0,3.8,8,Monkey Bar Games,Livre
Dragon's Lair 3D: Return to the Lair,GC,2002,Plataforma,THQ,0.03,0.01,0.0,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Harukanaru Toki no Naka de 5,PSP,2011,Rpg,Tecmo Koei,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
Worms 4: Mayhem,XB,2005,Estratégia,Codemasters,0.03,0.01,0.0,0.0,0.04,69.0,27,9.2,6,Team 17,+14
Winning Post 7 2012,PSP,2012,Esporte,Ackkstudios,0.0,0.0,0.04,0.0,0.04,Nao_Inserido,0,Nao_Inserido,0,Nao_Inserido,Nao_Inserido
