Nome_Jogo,Plataforma,Ano_de_Lancamento,Genero,Editora,NA_Vendas,EU_Vendas,JP_Vendas,Outras_Vendas,Vendas_Globais,Pontuacao_Critica,Contagem_Critica,Pontuacao_do_usuario,Contagem_de_usuarios,Desenvolvedor,Classificacao,Faixa_Etaria,Sucesso_Comercial,Percentual_NA,Percentual_EU,Percentual_JP,Percentual_Outras,Ranking_Genero
Jewel Match 2,DS,2012,Quebra_cabeca,Easy Interactive,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,485.0
Hisshou Pachinko * Pachi-Slot Kouryaku Series Portable Vol. 2: CR Evangelion - Hajimari no Fukuin,PSP,2010,Diversos,D3Publisher,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Rugby World Cup 2015,XOne,2015,Esporte,Ubisoft,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,4.3,7,HB Studios Multimedia,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,2175.0
NFL Blitz Pro,GC,2003,Esporte,Midway Games,0.02,0.0,0.0,0.0,0.02,71.0,9,7.126329894144447,0,Midway,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,2175.0
Tom Clancy's EndWar,PC,2009,Estratégia,Ubisoft,0.0,0.02,0.0,0.0,0.02,68.0,24,6.7,42,Ubisoft Shanghai,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Totally Spies! 2: Undercover,DS,2006,Acao,Atari,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,2989.0
Black Rose Valkyrie,PS4,2016,Rpg,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Commandos: Strike Force,XB,2006,Tiro,Eidos Interactive,0.02,0.0,0.0,0.0,0.02,62.0,27,7.126329894144447,0,Pyro Studios,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,1190.0
Warriors of the Lost Empire (JP sales),PSP,2007,Rpg,Mercury Games,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Jojo's Bizarre Adventure,PS,1999,Combate,Virgin Interactive,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,789.0
Lode Runner,DS,2006,Quebra_cabeca,Hudson Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,485.0
Evolution Snowboarding,PS2,2002,Esporte,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,38.0,9,7.126329894144447,0,Konami,+14,Restrito,Baixo,50.0,50.0,0.0,0.0,2175.0
Zathura,XB,2005,Aventura,Take-Two Interactive,0.02,0.0,0.0,0.0,0.02,48.0,15,5.5,4,High Voltage Software,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,927.0
Jissen Pachinko Hisshouhou! CR Sakura Taisen,PS2,2007,Diversos,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Zillions of Enemy X: Zetsukai no Crusade,PS3,2013,Rpg,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki,SNES,1996,Quebra_cabeca,Compile,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,485.0
Plants vs. Zombies: Garden Warfare,PC,2014,Tiro,Electronic Arts,0.0,0.02,0.0,0.0,0.02,78.0,11,7.8,186,PopCap,+10,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Happiness! De-Lucks,PS2,2007,Aventura,Marvelous Interactive,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Doki Majo Plus,DS,2009,Aventura,SNK Playmore,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Eureka Seven Vol. 2: The New Vision,PS2,2006,Tiro,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,40.0,17,7.0,5,Namco Bandai Games America,+14,Restrito,Baixo,0.0,0.0,100.0,0.0,1190.0
Love Once: Mermaid's Tears,PS3,2011,Aventura,Unknown,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Castlevania: Lords of Shadow - Reverie,X360,2011,Acao,Konami Digital Entertainment,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,2989.0
Puzzle Challenge: Crosswords and More!,PS2,2006,Quebra_cabeca,Crave Entertainment,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,485.0
Muppets Party Cruise,GC,2003,Diversos,TDK Mediactive,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,8.0,5,Mass Media,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1562.0
"Simple 2500 Series Portable!! Vol. 12: The Hohei 2: Senyuu yo, Sakini Ike",PSP,2009,Acao,D3Publisher,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Test Drive Unlimited,PC,2007,Corrida,Atari,0.0,0.02,0.0,0.0,0.02,79.0,18,8.1,124,Eden Studios,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,1121.0
Shippuu Mahou Daisakusen: Kingdom-Grandprix,SAT,1996,Tiro,Gaga,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1190.0
Grey's Anatomy: The Video Game,PC,2009,Aventura,Ubisoft,0.0,0.02,0.0,0.0,0.02,36.0,4,3.9,20,Longtail Studios,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,927.0
Yamasa Digi Portable: Matsuri no Tatsujin - Win-Chan no Natsumatsuri,PSP,2006,Diversos,Yamasa Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Let's Play Flight Attendant,DS,2010,Simulação,Deep Silver,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Zig Zag,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,765.0
F1 Race Stars,PC,2012,Corrida,Codemasters,0.0,0.02,0.0,0.0,0.02,62.0,8,5.4,46,Codemasters,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,1121.0
Quiz Present Variety Q-Sama!! DS: Pressure Study x Atama Gai Kunaru Drill SP,DS,2011,Diversos,Plenty,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Call of Duty: Modern Warfare Trilogy,PS3,2016,Tiro,Activision,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.0,5,Infinity Ward,+17,Restrito,Baixo,50.0,50.0,0.0,0.0,1190.0
Motto! SoniComi,PS3,2014,Simulação,Kadokawa Games,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,765.0
Heart no Kuni no Alice Anniversary Ver.: Wonderful Wonder World,PSP,2011,Aventura,Quinrose,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Serious Sam: Next Encounter,GC,2004,Tiro,Global Star,0.02,0.0,0.0,0.0,0.02,69.0,18,8.4,9,Climax Group,+17,Restrito,Baixo,100.0,0.0,0.0,0.0,1190.0
Diabolik Lovers: More Blood,PSV,2015,Aventura,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
PachiPara 15: Super Umi Monogatari in Okinawa 2,PS3,2010,Diversos,Irem Software Engineering,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Serious Sam HD: Gold Edition,PC,2010,Tiro,Devolver Digital,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Knight's Apprentice: Memorick's Adventures,XB,2004,Acao,Microids,0.02,0.0,0.0,0.0,0.02,53.0,11,4.5,8,Microids,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,2989.0
Akai Ito DS,DS,2008,Aventura,Alchemist,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Natsuiro no Sunadokei,PS2,2002,Aventura,Princess Soft,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Freedom Wings,DS,2006,Simulação,Natsume,0.02,0.0,0.0,0.0,0.02,46.0,7,7.7,6,Beluga Computer,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,765.0
Unreal Anthology,PC,2006,Tiro,Midway Games,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,8.8,5,Various,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Jissen Pachi-Slot Hisshouhou! Mister Magic Neo,PS2,2007,Diversos,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
Triple Crown Championship Snowboarding,Wii,2010,Esporte,Destineer,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,2175.0
Dream Chronicles,DS,2010,Aventura,Zoo Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Kat Games,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,927.0
18 Wheels of Steel: Extreme Trucker,PC,2009,Corrida,Rondomedia,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,8.0,10,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1121.0
X3: Terran War Pack,PC,2012,Diversos,Deep Silver,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1562.0
Geon Cube,Wii,2009,Quebra_cabeca,P2 Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Strawdog Studios,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,485.0
Left 4 Dead,PC,2008,Tiro,Electronic Arts,0.0,0.02,0.0,0.0,0.02,89.0,58,9.2,3717,Valve Software,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Ballblazer Champions,PS,1997,Esporte,CTO SpA,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,2175.0
Azada,3DS,2012,Quebra_cabeca,Licensed 4U,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Engine Software,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,485.0
Gochuumon wa Usagi Desu ka?? Wonderful Party!,PSV,2016,Aventura,5pb,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Koisuru Otome to Shugo no Tate: The Shield of AIGIS,PS2,2008,Aventura,Alchemist,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Galaxy Angel II: Eigou Kaiki no Koku,PS2,2009,Estratégia,Broccoli,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,562.0
Moujuutsukai to Oujisama Portable,PSP,2011,Aventura,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Genroh,PSP,2012,Acao,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Otome wa Oanesama Boku ni Koi Shiteru Portable,PSP,2010,Aventura,Alchemist,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Iron Phoenix,XB,2005,Combate,Sega,0.02,0.0,0.0,0.0,0.02,58.0,11,6.5,4,InterServ International,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,789.0
Kuon,PS2,2004,Aventura,Indie Games,0.01,0.01,0.0,0.0,0.02,57.0,20,7.7,9,From Software,+17,Restrito,Baixo,50.0,50.0,0.0,0.0,927.0
Kannou Mukashi Banashi Portable,PSP,2012,Aventura,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Tennis no Oji-Sama: Driving Smash! Side King,DS,2008,Esporte,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2175.0
Umineko no Naku Koro ni: Majo to Suiri no Rinbukyoku,PS3,2010,Aventura,Alchemist,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Rose to Tasogare no Kojou,PSV,2016,Acao,Nippon Ichi Software,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Tale of a Hero,PC,2010,Aventura,Daedalic,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,927.0
UnchainBlades EXXiV,3DS,2012,Rpg,FuRyu,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1365.0
Mount & Blade,PC,2008,Rpg,Paradox Interactive,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,1365.0
Carmen Sandiego: The Secret of the Stolen Drums,GC,2004,Acao,BAM! Entertainment,0.02,0.0,0.0,0.0,0.02,57.0,9,7.126329894144447,0,Artificial Mind and Movement,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,2989.0
Fritz Chess,DS,2009,Estratégia,Deep Silver,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Deep Silver,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,562.0
Puyo Puyo! 15th Anniversary,PSP,2007,Quebra_cabeca,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,485.0
Mind over Matter,DS,2010,Quebra_cabeca,505 Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,505 Games,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,485.0
Dies Irae: Amantes Amentes,PSP,2012,Acao,Views,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
The Idolmaster: Gravure For You! Vol.9,PS3,2012,Acao,Namco Bandai Games,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Casper's Scare School: Classroom Capers,DS,2008,Aventura,Blast! Entertainment Ltd,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nikitova Games,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,927.0
Discovery Kids: Snake Safari,DS,2009,Simulação,505 Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,505 Games,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,765.0
Heavy Fire: The Chosen Few 3D,3DS,2011,Tiro,Mastiff,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,6.3,4,Teyon,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,1190.0
Fuel,PC,2009,Corrida,Codemasters,0.0,0.02,0.0,0.0,0.02,67.0,16,6.7,86,Asobo Studio,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,1121.0
The Settlers IV,PC,2001,Estratégia,Blue Byte,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Ryu-koku,PS2,2006,Aventura,KID,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Dungeon Defenders,PC,2011,Rpg,Unknown,0.02,0.0,0.0,0.0,0.02,81.0,26,7.3,399,Trendy Entertainment,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,1365.0
Maji de Manabu: LEC de Ukaru - DS Hishou Boki 3-Kyuu,DS,2008,Diversos,Square Enix,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,1562.0
GunParade Orchestra: Midori no Shou,PS2,2006,Aventura,Sony Computer Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Group S Challenge,XB,2003,Corrida,Capcom,0.02,0.0,0.0,0.0,0.02,57.0,17,6.0,5,Capcom,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1121.0
Fritz Chess,Wii,2009,Estratégia,Deep Silver,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Deep Silver,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,562.0
G1 Jockey Wii,Wii,2007,Esporte,Tecmo Koei,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2175.0
Shooter: Starfighter Sanvein,PS,2000,Tiro,Midas Interactive Entertainment,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,1190.0
Sakura Wars 1 & 2,PSP,2006,Estratégia,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,562.0
Dragon's Lair,DS,2010,Plataforma,Destineer,0.02,0.0,0.0,0.0,0.02,63.0,4,7.126329894144447,0,"United Coders, Wizardry Engineering",+10,Restrito,Baixo,100.0,0.0,0.0,0.0,839.0
Disney's Meet the Robinsons,DS,2007,Acao,Disney Interactive Studios,0.02,0.0,0.0,0.0,0.02,64.0,6,7.126329894144447,0,"Climax Group, Climax Studios",+10,Restrito,Baixo,100.0,0.0,0.0,0.0,2989.0
Mata Hari: Betrayal is only a Kiss Away,PC,2008,Aventura,DTP Entertainment,0.0,0.02,0.0,0.0,0.02,63.0,11,7.126329894144447,0,DTP Entertainment,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,927.0
Cities in Motion Collection,PC,2011,Simulação,Unknown,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Paradox Interactive,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,765.0
Date A Live: Arusu Install,PS3,2014,Aventura,Compile Heart,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Terminator 3: The Redemption,GC,2004,Tiro,Atari,0.02,0.0,0.0,0.0,0.02,68.0,20,7.126329894144447,0,Paradigm Entertainment,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,1190.0
Farm Frenzy,PC,2008,Estratégia,Mumbo Jumbo,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Melesta,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,562.0
Tengen Toppa Gurren-Lagann,DS,2007,Acao,Konami Digital Entertainment,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Sugoi Hebereke,SNES,1994,Combate,Sunsoft,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,789.0
Pebble Beach Golf Links,SAT,1994,Esporte,Sega,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2175.0
Veggy World,DS,2011,Tiro,Jack of All Games,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Jack of All Games,Livre,Todos,Baixo,100.0,0.0,0.0,0.0,1190.0
Dakar 2: The World's Ultimate Rally,XB,2003,Corrida,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,100.0,0.0,0.0,0.0,1121.0
Balls of Fury,Wii,2007,Esporte,Zoo Digital Publishing,0.02,0.0,0.0,0.0,0.02,19.0,6,2.8,25,Black Lantern Studios,+10,Restrito,Baixo,100.0,0.0,0.0,0.0,2175.0
Indigo Prophecy,PC,2005,Aventura,Atari,0.0,0.02,0.0,0.0,0.02,85.0,41,8.3,375,Quantic Dream,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,927.0
Overlord,PC,2007,Estratégia,Codemasters,0.0,0.02,0.0,0.0,0.02,81.0,27,8.1,220,Triumph Studios,+14,Restrito,Baixo,0.0,100.0,0.0,0.0,562.0
Higurashi Daybreak Portable Mega Edition,PSP,2009,Aventura,Alchemist,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
The Lord of the Rings: The Battle for Middle-Earth II,PC,2006,Estratégia,Electronic Arts,0.01,0.01,0.0,0.0,0.02,84.0,36,7.5,366,EA LA,+14,Restrito,Baixo,50.0,50.0,0.0,0.0,562.0
Whiteout,PS2,2002,Corrida,Konami Digital Entertainment,0.01,0.01,0.0,0.0,0.02,50.0,12,7.126329894144447,0,Vicarious Visions,+14,Restrito,Baixo,50.0,50.0,0.0,0.0,1121.0
Shinken de Watashi ni Koi Shinasai! R,PS3,2012,Acao,Minato Station,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,2989.0
Command & Conquer: The First Decade,PC,2006,Estratégia,Electronic Arts,0.01,0.01,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,50.0,50.0,0.0,0.0,562.0
Shiratsuyu no Kai,PSP,2013,Aventura,Idea Factory,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,927.0
Rugby League Team Manager 2015,PC,2015,Acao,Alternative Software,0.0,0.02,0.0,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Alternative Software,Nao_Inserido,Restrito,Baixo,0.0,100.0,0.0,0.0,2989.0
FIFA Soccer 09,PC,2008,Esporte,Electronic Arts,0.0,0.02,0.0,0.0,0.02,77.0,15,6.8,36,EA Canada,Livre,Todos,Baixo,0.0,100.0,0.0,0.0,2175.0
Quake 4,PC,2005,Tiro,Activision,0.0,0.02,0.0,0.0,0.02,81.0,62,7.6,281,Raven Software,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
XGRA: Extreme G Racing Association,GC,2003,Corrida,Acclaim Entertainment,0.02,0.0,0.0,0.0,0.02,69.0,13,7.0,5,Acclaim Studios Cheltenham,+14,Restrito,Baixo,100.0,0.0,0.0,0.0,1121.0
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,PSP,2008,Simulação,fonfun,0.0,0.0,0.02,0.0,0.02,68.99436302142053,0,7.126329894144447,0,Nao_Inserido,Nao_Inserido,Restrito,Baixo,0.0,0.0,100.0,0.0,765.0
Max Payne,PC,2001,Tiro,Take-Two Interactive,0.0,0.02,0.0,0.0,0.02,89.0,32,9.1,1016,Remedy Entertainment,+17,Restrito,Baixo,0.0,100.0,0.0,0.0,1190.0
Taito Legends 2,PS2,2006,Diversos,Empire Interactive,0.01,0.01,0.0,0.0,0.02,67.0,11,7.126329894144447,0,Empire Oxford,+14,Restrito,Baixo,50.0,50.0,0.0,0.0,1562.0
